Type,Description,Bedrooms,Bathroom,Area,Neighborhood,Disctrict,Price
House,House on sale,5,6,550,Martinez,Disctrict 13,3850000000
Apartment,Apartment on sale,2,2,82,Saavedra,Disctrict 12,460000000
Apartment,Apartment on sale,2,2,101,Palermo,Disctrict 14,530000000
Apartment,Apartment on sale,4,5,270,Boedo,Disctrict 5,2200000000
Apartment,Apartment on sale,3,2,101,Villa Devoto,Disctrict 11,499500000
House,House on sale,4,5,680,Parque Patricios,Disctrict 4,4000000000
Apartment,Apartment on sale,3,1,53,Constitucion,Disctrict 1,138000000
Apartment,Apartment on sale,3,1,49,Retiro,Disctrict 1,134000000
Apartment,Apartment on sale,2,1,45,Montserrat,Disctrict 1,115500000
House,House on sale,2,1,44,Villa Ortazar,Disctrict 15,126000000
Apartment,Apartment on sale,3,2,99,Coghlan,Disctrict 12,860000000
Apartment,Apartment on sale,3,2,88,Belgrano,Disctrict 13,500000000
Apartment,Apartment on sale,3,3,126,Versalles,Disctrict 10,634000000
Apartment,Apartment on sale,2,2,103,Villa Pueyrredon,Disctrict 12,450000000
Apartment,Apartment on sale,3,2,88,Colegiales,Disctrict 13,500000000
Apartment,Apartment on sale,3,2,88,Villa del Parque,Disctrict 11,500000000
Apartment,Apartment on sale,3,2,88,Colegiales,Disctrict 13,500000000
House,House on sale,4,4,285,Floresta,Disctrict 10,870000000
Apartment,Apartment on sale,3,4,118,Colegiales,Disctrict 13,680000000
Apartment,Apartment on sale,3,4,150,Villa Luro,Disctrict 10,900000000
Apartment,Apartment on sale,3,3,144,Villa Crespo,Disctrict 15,670000000
Apartment,Apartment on sale,2,2,51,Villa Riachuelo,Disctrict 8,245500000
House,House on sale,4,5,336,La Paternal,Disctrict 15,1650000000
Apartment,Apartment on sale,2,2,81,Villa Devoto,Disctrict 11,630000000
Apartment,Apartment on sale,3,4,105,La Boca,Disctrict 4,795000000
Apartment,Apartment on sale,3,3,143,Villa Ortazar,Disctrict 15,690000000
Apartment,Apartment on sale,2,2,109,San Cristobal,Disctrict 3,499000000
House,House on sale,4,5,680,Parque Chacabuco,Disctrict 7,4000000000
House,House on sale,4,2,73,Caballito,Disctrict 6,199000000
Apartment,Apartment on sale,3,2,79,Palermo,Disctrict 14,300000000
Apartment,Apartment on sale,3,3,137,Villa Santa Rita,Disctrict 11,1200000000
Apartment,Apartment on sale,3,2,79,Constitucion,Disctrict 1,300000000
Apartment,Apartment on sale,3,3,149,Villa Urquiza,Disctrict 12,1170000000
Apartment,Apartment on sale,2,2,53,Villa Soldati,Disctrict 8,371000000
Apartment,Apartment on sale,3,4,206,Villa Luro,Disctrict 10,1250000000
Apartment,Apartment on sale,3,3,83,Nueva Pompeya,Disctrict 4,840000000
Apartment,Apartment on sale,3,2,62,Saavedra,Disctrict 12,337110000
Apartment,Apartment on sale,3,1,47,Belgrano,Disctrict 13,130000000
House,House on sale,4,4,362,Parque Chacabuco,Disctrict 7,1480000000
Apartment,Apartment on sale,3,4,162,Recoleta,Disctrict 2,1190000000
Apartment,Apartment on sale,2,1,45,Villa Lugano,Disctrict 8,115000000
House,House on sale,3,2,82,Villa Ortazar,Disctrict 15,285000000
Apartment,Apartment on sale,3,2,68,Villa Ortazar,Disctrict 15,323000000
Apartment,Apartment on sale,3,1,65,Boedo,Disctrict 5,194000000
Apartment,Apartment on sale,3,2,68,Villa Riachuelo,Disctrict 8,323000000
Apartment,Apartment on sale,3,3,131,Floresta,Disctrict 10,1100000000
Apartment,Apartment on sale,3,3,125,Coghlan,Disctrict 12,670000000
House,House on sale,3,4,106,Colegiales,Disctrict 13,490000000
Apartment,Apartment on sale,4,3,126,Retiro,Disctrict 1,630000000
House,House on sale,4,3,600,Chacarita,Disctrict 15,3000000000
Apartment,Apartment on sale,2,2,62,Colegiales,Disctrict 13,400000000
Apartment,Apartment on sale,4,3,96,Velez Sarsfield,Disctrict 10,300000000
Apartment,Apartment on sale,3,4,180,Villa Santa Rita,Disctrict 11,720000000
House,House on sale,3,3,129,Flores,Disctrict 7,800000000
Apartment,Apartment on sale,2,2,68,Chacarita,Disctrict 15,508000000
Apartment,Apartment on sale,1,1,35,Villa Santa Rita,Disctrict 11,200000000
Apartment,Apartment on sale,2,2,80,Monte Castro,Disctrict 10,620000000
Apartment,Apartment on sale,3,1,52,Villa Lugano,Disctrict 8,168000000
Apartment,Apartment on sale,2,1,44,San Cristobal,Disctrict 3,144000000
Apartment,Apartment on sale,2,3,98,Villa Soldati,Disctrict 8,715000000
Apartment,Apartment on sale,3,3,140,Montserrat,Disctrict 1,850000000
Apartment,Apartment on sale,3,3,134,Almagro,Disctrict 5,690000000
Apartment,Apartment on sale,2,2,62,Almagro,Disctrict 5,400000000
Apartment,Apartment on sale,3,2,116,Villa Urquiza,Disctrict 12,550000000
Bodega,Bodega on sale,3,6,475,Constitucion,Disctrict 1,980000000
Apartment,Apartment on sale,3,3,93,Villa Riachuelo,Disctrict 8,385000000
Apartment,Apartment on sale,1,2,62,Recoleta,Disctrict 2,380000000
Apartment,Apartment on sale,3,5,136,Balvanera,Disctrict 3,960000000
Apartment,Apartment on sale,3,2,89,Colegiales,Disctrict 13,560000000
Apartment,Apartment on sale,2,1,38,Villa Riachuelo,Disctrict 8,175000000
Apartment,Apartment on sale,2,1,38,Villa Crespo,Disctrict 15,175000000
Apartment,Apartment on sale,3,2,88,Villa Riachuelo,Disctrict 8,500000000
Apartment,Apartment on sale,3,2,70,Villa Crespo,Disctrict 15,225000000
Apartment,Apartment on sale,1,2,60,Villa del Parque,Disctrict 11,499500000
Apartment,Apartment on sale,3,3,160,Barracas,Disctrict 4,980000000
Apartment,Apartment on sale,1,2,60,San Nicolas,Disctrict 1,500000000
Apartment,Apartment on sale,2,2,106,Villa Gral. Mitre,Disctrict 11,522000000
Apartment,Apartment on sale,4,4,176,La Paternal,Disctrict 15,895000000
House,House on sale,2,1,53,Coghlan,Disctrict 12,140000000
Apartment,Apartment on sale,1,1,38,La Paternal,Disctrict 15,320000000
Apartment,Apartment on sale,1,2,50,San Cristobal,Disctrict 3,354000000
Apartment,Apartment on sale,3,2,50,Boedo,Disctrict 5,186000000
Apartment,Apartment on sale,1,2,44,Parque Avellaneda,Disctrict 9,397000000
Apartment,Apartment on sale,1,2,44,Constitucion,Disctrict 1,397000000
Apartment,Apartment on sale,1,2,44,Montserrat,Disctrict 1,397000000
Apartment,Apartment on sale,3,2,59,Recoleta,Disctrict 2,245000000
Apartment,Apartment on sale,1,2,50,Villa Luro,Disctrict 10,354000000
Apartment,Apartment on sale,1,2,44,Villa Urquiza,Disctrict 12,397000000
Apartment,Apartment on sale,1,2,58,Caballito,Disctrict 6,361000000
Apartment,Apartment on sale,1,2,44,Martinez,Disctrict 13,397000000
Apartment,Apartment on sale,1,2,44,Coghlan,Disctrict 12,397000000
Apartment,Apartment on sale,1,2,50,San Telmo,Disctrict 1,354000000
House,House on sale,4,2,72,Monte Castro,Disctrict 10,190000000
Apartment,Apartment on sale,3,2,75,Colegiales,Disctrict 13,420000000
Apartment,Apartment on sale,3,2,103,Boedo,Disctrict 5,550000000
Apartment,Apartment on sale,3,2,60,Villa Luro,Disctrict 10,220000000
Apartment,Apartment on sale,3,2,87,Villa Gral. Mitre,Disctrict 11,500000000
Apartment,Apartment on sale,3,2,60,Versalles,Disctrict 10,250000000
Apartment,Apartment on sale,3,1,51,Villa Crespo,Disctrict 15,177000000
House,House on sale,4,4,171,Martinez,Disctrict 13,1700000000
Apartment,Apartment on sale,3,1,42,La Paternal,Disctrict 15,165000000
Apartment,Apartment on sale,3,3,140,Parque Chacabuco,Disctrict 7,850000000
Apartment,Apartment on sale,3,2,80,Parque Patricios,Disctrict 4,353000000
Apartment,Apartment on sale,2,2,80,Villa Lugano,Disctrict 8,680000000
Apartment,Apartment on sale,2,2,62,Parque Chas,Disctrict 15,400000000
Apartment,Apartment on sale,3,2,116,Villa Luro,Disctrict 10,550000000
Apartment,Apartment on sale,4,6,400,Villa Gral. Mitre,Disctrict 11,2600000000
Apartment,Apartment on sale,3,2,65,La Paternal,Disctrict 15,275000000
Apartment,Apartment on sale,2,2,76,Villa del Parque,Disctrict 11,475000000
Apartment,Apartment on sale,2,2,49,Parque Avellaneda,Disctrict 9,355000000
House,House on sale,8,7,320,San Nicolas,Disctrict 1,996000000
Apartment,Apartment on sale,3,1,46,Parque Chas,Disctrict 15,180000000
Apartment,Apartment on sale,3,1,44,Chacarita,Disctrict 15,121000000
Apartment,Apartment on sale,4,3,96,Almagro,Disctrict 5,300000000
Apartment,Apartment on sale,3,1,57,Villa Real,Disctrict 10,167000000
House,House on sale,4,5,385,Villa Gral. Mitre,Disctrict 11,1950000000
Apartment,Apartment on sale,4,3,140,Mataderos,Disctrict 9,650000000
Apartment,Apartment on sale,3,3,100,Coghlan,Disctrict 12,530000000
Apartment,Apartment on sale,2,3,87,Villa Santa Rita,Disctrict 11,450000000
Apartment,Apartment on sale,1,2,33,Montserrat,Disctrict 1,275000000
Apartment,Apartment on sale,4,4,143,Villa Lugano,Disctrict 8,550000000
Apartment,Apartment on sale,3,4,180,Villa Devoto,Disctrict 11,1090000000
Apartment,Apartment on sale,1,1,40,Parque Avellaneda,Disctrict 9,210000000
Apartment,Apartment on sale,2,3,65,Martinez,Disctrict 13,475000000
Apartment,Apartment on sale,4,3,115,Recoleta,Disctrict 2,500000000
House,House on sale,3,4,141,La Paternal,Disctrict 15,735000000
Apartment,Apartment on sale,3,3,198,Villa Pueyrredon,Disctrict 12,1000000000
Apartment,Apartment on sale,3,1,59,Villa Santa Rita,Disctrict 11,290000000
Apartment,Apartment on sale,3,1,42,Parque Chacabuco,Disctrict 7,165000000
Apartment,Apartment on sale,3,1,51,Saavedra,Disctrict 12,169000000
Apartment,Apartment on sale,3,1,45,Flores,Disctrict 7,176000000
Apartment,Apartment on sale,3,4,273,Villa Crespo,Disctrict 15,1950000000
Apartment,Apartment on sale,2,1,44,Martinez,Disctrict 13,144000000
House,House on sale,3,2,95,Constitucion,Disctrict 1,435000000
Apartment,Apartment on sale,2,1,39,Barracas,Disctrict 4,175000000
Apartment,Apartment on sale,3,2,71,Villa Crespo,Disctrict 15,390000000
Apartment,Apartment on sale,3,2,74,Parque Chas,Disctrict 15,259000000
Apartment,Apartment on sale,2,2,54,La Boca,Disctrict 4,368000000
Apartment,Apartment on sale,2,2,50,Villa Crespo,Disctrict 15,310000000
Apartment,Apartment on sale,4,4,116,Agronomia,Disctrict 15,580000000
Apartment,Apartment on sale,2,2,71,Constitucion,Disctrict 1,360000000
Apartment,Apartment on sale,3,2,74,Agronomia,Disctrict 15,278000000
House,House on sale,3,3,88,Constitucion,Disctrict 1,323000000
Apartment,Apartment on sale,3,1,44,San Cristobal,Disctrict 3,176500000
Apartment,Apartment on sale,3,2,74,Villa Luro,Disctrict 10,278000000
Apartment,Apartment on sale,3,1,44,San Nicolas,Disctrict 1,148000000
House,House on sale,4,1,93,La Boca,Disctrict 4,250000000
Apartment,Apartment on sale,3,2,73,San Telmo,Disctrict 1,295000000
House,House on sale,3,4,191,Chacarita,Disctrict 15,980000000
Apartment,Apartment on sale,3,2,59,Constitucion,Disctrict 1,230000000
Apartment,Apartment on sale,3,2,127,Villa Ortazar,Disctrict 15,950000000
Apartment,Apartment on sale,1,1,59,San Telmo,Disctrict 1,390500000
House,House on sale,2,2,80,Barracas,Disctrict 4,460000000
Apartment,Apartment on sale,3,2,106,Villa Luro,Disctrict 10,545000000
House,House on sale,4,5,430,Villa Devoto,Disctrict 11,3000000000
Apartment,Apartment on sale,2,2,80,Villa Crespo,Disctrict 15,460000000
Apartment,Apartment on sale,3,1,48,Villa Soldati,Disctrict 8,149000000
Apartment,Apartment on sale,3,1,48,Retiro,Disctrict 1,149000000
Apartment,Apartment on sale,3,3,124,Villa Devoto,Disctrict 11,700000000
Apartment,Apartment on sale,3,2,60,Puerto Madero,Disctrict 1,250000000
Apartment,Apartment on sale,3,2,86,Saavedra,Disctrict 12,550000000
Apartment,Apartment on sale,2,2,77,Villa Pueyrredon,Disctrict 12,498000000
Apartment,Apartment on sale,2,2,51,Retiro,Disctrict 1,290500000
Apartment,Apartment on sale,3,1,54,Parque Avellaneda,Disctrict 9,158000000
Apartment,Apartment on sale,3,2,62,Villa del Parque,Disctrict 11,337110000
Apartment,Apartment on sale,3,1,47,Balvanera,Disctrict 3,130000000
House,House on sale,3,3,94,Villa Soldati,Disctrict 8,490000000
Apartment,Apartment on sale,4,3,184,Monte Castro,Disctrict 10,800000000
Apartment,Apartment on sale,4,6,235,Almagro,Disctrict 5,1395000000
Apartment,Apartment on sale,2,2,35,San Cristobal,Disctrict 3,250000000
Apartment,Apartment on sale,3,2,62,Almagro,Disctrict 5,310000000
Apartment,Apartment on sale,3,1,52,Versalles,Disctrict 10,168000000
Apartment,Apartment on sale,4,4,124,Martinez,Disctrict 13,600000000
House,House on sale,4,3,600,La Boca,Disctrict 4,3000000000
House,House on sale,4,4,260,Villa Gral. Mitre,Disctrict 11,2900000000
Apartment,Apartment on sale,2,1,46,Nueva Pompeya,Disctrict 4,115000000
Apartment,Apartment on sale,3,1,65,Parque Avellaneda,Disctrict 9,194000000
Apartment,Apartment on sale,3,2,68,Agronomia,Disctrict 15,323000000
House,House on sale,7,4,270,Villa Ortazar,Disctrict 15,900000000
Apartment,Apartment on sale,2,3,108,San Telmo,Disctrict 1,950000000
Apartment,Apartment on sale,3,3,131,Colegiales,Disctrict 13,1100000000
House,House on sale,3,2,82,Belgrano,Disctrict 13,285000000
Apartment,Apartment on sale,3,2,68,Parque Chacabuco,Disctrict 7,323000000
Apartment,Apartment on sale,2,2,68,La Paternal,Disctrict 15,508000000
Apartment,Apartment on sale,3,4,180,Recoleta,Disctrict 2,720000000
Apartment,Apartment on sale,3,3,93,Villa Urquiza,Disctrict 12,385000000
Apartment,Apartment on sale,1,2,55,Villa Soldati,Disctrict 8,486000000
Apartment,Apartment on sale,3,2,74,Floresta,Disctrict 10,255000000
Apartment,Apartment on sale,3,2,88,San Nicolas,Disctrict 1,395000000
House,House on sale,5,6,386,Floresta,Disctrict 10,2000000000
Apartment,Apartment on sale,2,2,80,Villa Real,Disctrict 10,460000000
Apartment,Apartment on sale,3,3,97,La Paternal,Disctrict 15,470000000
Apartment,Apartment on sale,3,1,54,Parque Chas,Disctrict 15,190000000
Apartment,Apartment on sale,3,2,74,Agronomia,Disctrict 15,255000000
Apartment,Apartment on sale,3,2,74,Villa Devoto,Disctrict 11,278000000
Apartment,Apartment on sale,2,3,81,Velez Sarsfield,Disctrict 10,400000000
Apartment,Apartment on sale,2,2,54,Constitucion,Disctrict 1,340000000
Apartment,Apartment on sale,3,2,55,Belgrano,Disctrict 13,173500000
Apartment,Apartment on sale,3,2,107,Villa Lugano,Disctrict 8,525000000
Apartment,Apartment on sale,3,1,46,Villa Urquiza,Disctrict 12,137000000
Apartment,Apartment on sale,1,1,59,Balvanera,Disctrict 3,390500000
Apartment,Apartment on sale,3,2,60,Almagro,Disctrict 5,180000000
Apartment,Apartment on sale,2,2,91,Villa Lugano,Disctrict 8,490000000
Apartment,Apartment on sale,3,1,44,Constitucion,Disctrict 1,148000000
Apartment,Apartment on sale,3,2,74,San Nicolas,Disctrict 1,278000000
Apartment,Apartment on sale,3,3,115,Villa del Parque,Disctrict 11,468000000
Apartment,Apartment on sale,2,2,63,Nueva Pompeya,Disctrict 4,360000000
Apartment,Apartment on sale,3,2,54,Chacarita,Disctrict 15,255000000
Apartment,Apartment on sale,1,1,59,Almagro,Disctrict 5,390500000
Apartment,Apartment on sale,3,2,99,Villa del Parque,Disctrict 11,490000000
Apartment,Apartment on sale,3,3,125,Versalles,Disctrict 10,1000000000
Local,Local on sale,3,4,216,Balvanera,Disctrict 3,720000000
Apartment,Apartment on sale,2,1,49,Villa Lugano,Disctrict 8,265000000
House,House on sale,3,2,99,Parque Avellaneda,Disctrict 9,315000000
Apartment,Apartment on sale,2,3,79,Villa Riachuelo,Disctrict 8,680000000
Apartment,Apartment on sale,3,4,122,Parque Chas,Disctrict 15,730000000
Apartment,Apartment on sale,3,1,51,Chacarita,Disctrict 15,169000000
Apartment,Apartment on sale,3,1,51,San Nicolas,Disctrict 1,177000000
Apartment,Apartment on sale,3,1,51,Parque Chacabuco,Disctrict 7,177000000
Apartment,Apartment on sale,3,2,49,Montserrat,Disctrict 1,148000000
Apartment,Apartment on sale,3,2,64,Parque Chas,Disctrict 15,190000000
Apartment,Apartment on sale,4,2,87,Retiro,Disctrict 1,380000000
Apartment,Apartment on sale,2,2,54,Puerto Madero,Disctrict 1,210000000
Apartment,Apartment on sale,2,3,134,Villa Urquiza,Disctrict 12,1040000000
Apartment,Apartment on sale,1,2,65,Floresta,Disctrict 10,550000000
Apartment,Apartment on sale,2,1,42,Villa Real,Disctrict 10,111000000
Apartment,Apartment on sale,3,2,48,Recoleta,Disctrict 2,217000000
Apartment,Apartment on sale,3,2,54,Mataderos,Disctrict 9,237000000
Apartment,Apartment on sale,3,2,51,Villa Luro,Disctrict 10,220000000
Apartment,Apartment on sale,3,2,74,Puerto Madero,Disctrict 1,322000000
Apartment,Apartment on sale,1,1,32,Villa Devoto,Disctrict 11,115000000
House,House on sale,4,3,69,Retiro,Disctrict 1,310000000
Apartment,Apartment on sale,3,1,49,Villa Santa Rita,Disctrict 11,134000000
House,House on sale,9,3,412,Villa del Parque,Disctrict 11,900000000
Apartment,Apartment on sale,3,2,81,Caballito,Disctrict 6,311000000
Apartment,Apartment on sale,3,1,49,Martinez,Disctrict 13,149000000
Apartment,Apartment on sale,4,5,389,Parque Avellaneda,Disctrict 9,4750000000
House,House on sale,5,7,770,Flores,Disctrict 7,3200000000
House,House on sale,5,7,770,Agronomia,Disctrict 15,3200000000
Apartment,Apartment on sale,1,2,44,Constitucion,Disctrict 1,397000000
Apartment,Apartment on sale,1,2,44,Villa Santa Rita,Disctrict 11,397000000
Apartment,Apartment on sale,1,2,44,Velez Sarsfield,Disctrict 10,397000000
Apartment,Apartment on sale,3,2,59,Liniers,Disctrict 9,245000000
Apartment,Apartment on sale,3,2,50,Parque Patricios,Disctrict 4,186000000
Apartment,Apartment on sale,1,2,50,Retiro,Disctrict 1,354000000
Apartment,Apartment on sale,1,2,44,Belgrano,Disctrict 13,397000000
Apartment,Apartment on sale,1,2,57,Balvanera,Disctrict 3,395000000
Apartment,Apartment on sale,3,2,104,Puerto Madero,Disctrict 1,390000000
House,House on sale,6,3,314,Villa Gral. Mitre,Disctrict 11,700000000
Apartment,Apartment on sale,3,4,185,Villa Ortazar,Disctrict 15,1250000000
Apartment,Apartment on sale,3,2,54,Constitucion,Disctrict 1,312000000
Apartment,Apartment on sale,2,2,80,Agronomia,Disctrict 15,460000000
Apartment,Apartment on sale,2,2,83,Monte Castro,Disctrict 10,475000000
Apartment,Apartment on sale,2,2,79,Villa del Parque,Disctrict 11,483000000
Apartment,Apartment on sale,1,2,66,Versalles,Disctrict 10,449500000
Apartment,Apartment on sale,3,2,47,Villa Gral. Mitre,Disctrict 11,173000000
Apartment,Apartment on sale,2,1,49,Flores,Disctrict 7,153000000
Apartment,Apartment on sale,1,1,43,San Nicolas,Disctrict 1,285000000
Apartment,Apartment on sale,3,2,48,Parque Chacabuco,Disctrict 7,173000000
Apartment,Apartment on sale,3,3,84,Parque Chacabuco,Disctrict 7,465000000
House,House on sale,3,4,160,San Nicolas,Disctrict 1,630000000
House,House on sale,3,4,202,Villa Ortazar,Disctrict 15,849000000
Apartment,Apartment on sale,3,2,91,La Paternal,Disctrict 15,500000000
House,House on sale,4,4,124,Nueva Pompeya,Disctrict 4,700000000
Apartment,Apartment on sale,2,2,83,Mataderos,Disctrict 9,475000000
Apartment,Apartment on sale,2,3,79,Parque Chacabuco,Disctrict 7,450000000
House,House on sale,4,4,295,Villa Urquiza,Disctrict 12,2600000000
Apartment,Apartment on sale,1,2,66,Villa Luro,Disctrict 10,449500000
Apartment,Apartment on sale,3,4,175,Villa Urquiza,Disctrict 12,1250000000
Apartment,Apartment on sale,2,2,60,San Nicolas,Disctrict 1,422000000
Apartment,Apartment on sale,2,2,79,Boedo,Disctrict 5,483000000
Apartment,Apartment on sale,2,1,68,Colegiales,Disctrict 13,350000000
